ORIG_STATE,DEST_STATE,COMMODITY,MODE,VALUE
LA,LA,Wood,Truck,58
OH,WI,Wood,Truck,2305
IN,NJ,Wood,Truck,3
VT,FL,Wood,Truck,12
TN,GA,Wood,Truck,231
GA,FL,Grains,Truck,362
MD,MD,Wood,Truck,71
FL,FL,Wood,Truck,2745
WY,IA,Fuels,Rail,229496
VA,GA,Wood,Truck,6309
AR,SD,Wood,Truck,5023
OK,AR,Wood,Truck,646
IA,MN,Wood,Truck,49350
TX,OK,Wood,Truck,1088
NY,NY,Wood,Truck,277
KY,OH,Fuels,Truck,3289
NE,WI,Wood,Truck,1727
NJ,NY,Wood,Air,38
OH,TX,Wood,Truck,28002
PA,MD,Fuels,Truck,1138
WA,NE,Fertilizers,Truck,23087
IL,GA,Wood,Truck,44137
IL,MI,Wood,Truck,17
TX,VA,Wood,Truck,440
MI,MI,Wood,Truck,305
OK,OK,Wood,Truck,75
NY,NY,Grains,Truck,673
WY,CO,Fertilizers,Truck,14701
KY,PA,Wood,Truck,6612
MS,NC,Grains,Truck,46648
CA,AK,Wood,Air,2998
VA,VA,Wood,Truck,2006
IL,IN,Fuels,Rail,790
IA,MN,Fertilizers,Truck,28265
ID,VA,Grains,Truck,60094
KY,MI,Wood,Truck,1495
GA,TN,Wood,Truck,2356
MI,IN,Wood,Truck,11082
MD,PA,Wood,Truck,4099
TX,TX,Wood,Truck,388
KS,UT,Wood,Truck,5587
TX,TX,Fertilizers,Truck,9313
IL,NJ,Fertilizers,Truck,91072
NY,NY,Wood,Truck,32
AK,AK,Grains,Truck,644
NM,CT,Wood,Truck,12918
NY,NY,Wood,Truck,6
NY,MA,Wood,Truck,73880
NV,CA,Wood,Truck,4937
FL,FL,Wood,Truck,105
IA,WY,Wood,Truck,1534
VA,VA,Grains,Truck,11550
NV,NV,Wood,Truck,107
TX,CA,Grains,Truck,30
CA,CA,Wood,Truck,1201
NJ,NJ,Wood,Truck,136
CO,IL,Fuels,Rail,274074
RI,RI,Wood,Truck,11
WY,WY,Wood,Truck,30
CA,GA,Wood,Truck,7964
NY,NY,Fertilizers,Truck,682
FL,FL,Fertilizers,Truck,6926
CA,CA,Wood,Truck,12719
AR,AR,Wood,Truck,4412
MN,NC,Wood,Truck,5180
NC,MO,Wood,Truck,32507
IN,IN,Wood,Truck,4139
MD,MD,Wood,Truck,139
FL,PA,Wood,Truck,24860
WI,IL,Grains,Truck,13134
AZ,AZ,Wood,Truck,1440
WI,TN,Wood,Truck,65427
OR,OR,Fertilizers,Truck,2578
CA,CA,Wood,Truck,848
CA,IN,Grains,Truck,27318
SC,TN,Fertilizers,Truck,2975
OH,PA,Wood,Truck,996
NY,PA,Wood,Truck,576
ME,ME,Wood,Truck,1797
NJ,NY,Fertilizers,Truck,5278
IL,IL,Wood,Truck,1709
TX,CT,Wood,Truck,544
TX,CA,Wood,Truck,1847
IN,CA,Wood,Truck,4719
OH,IN,Grains,Truck,5633
NM,FL,Wood,Truck,1533
OH,PA,Wood,Truck,12638
NH,NJ,Wood,Truck,329
MA,NC,Wood,Truck,1039
VA,VA,Wood,Truck,1785
MI,MI,Wood,Truck,49
ID,ID,Fertilizers,Truck,7153
CA,CA,Grains,Truck,194
AR,OK,Grains,Truck,7567
WV,WV,Wood,Truck,9301
AL,AL,Fuels,Truck,1238
VA,VA,Grains,Truck,174
MO,MD,Wood,Truck,1550
IL,IL,Wood,Truck,6670
GA,GA,Wood,Truck,83396
MD,MD,Wood,Truck,10
TX,TX,Wood,Truck,208
OK,OK,Wood,Truck,6
PA,PA,Fuels,Truck,659
CA,CA,Fertilizers,Truck,15963
AZ,CA,Grains,Truck,4306
KY,NJ,Wood,Truck,51782
ND,MN,Grains,Truck,15593
KY,MI,Wood,Truck,19
AK,AK,Wood,Air,201
IL,IN,Fuels,Truck,813
NE,NE,Wood,Truck,160
PA,CA,Wood,Truck,42
CA,CA,Grains,Truck,39823
OH,OH,Wood,Truck,38
OK,TX,Fertilizers,Truck,3173
MI,MI,Wood,Truck,55
FL,FL,Fertilizers,Truck,11642
NV,CA,Grains,Truck,6394
IL,IL,Grains,Truck,256
IL,IL,Wood,Truck,4979
GA,CA,Wood,Truck,2799
CA,OH,Wood,Truck,4683
MT,WA,Fuels,Rail,202224
AZ,AZ,Wood,Truck,73
WI,WI,Wood,Truck,22949
WI,WI,Wood,Truck,97748
KY,AL,Grains,Truck,5086
NM,IL,Fertilizers,Rail,39180
TX,IL,Fertilizers,Rail,50297
UT,CO,Fertilizers,Truck,21103
MO,CO,Wood,Truck,3082
CA,NY,Wood,Truck,911
SC,SC,Fertilizers,Truck,20318
IN,IN,Fuels,Truck,1261
WA,OR,Fertilizers,Truck,7169
NV,CA,Grains,Truck,36169
OH,OH,Fuels,Truck,998
CA,CA,Wood,Truck,8509
KS,CA,Wood,Truck,2217
OH,OH,Grains,Truck,4757
UT,UT,Fertilizers,Truck,6688
MD,MD,Grains,Truck,11353
MT,MT,Wood,Truck,924
AK,AK,Fuels,Rail,137118
TX,TX,Wood,Truck,536
CA,GA,Grains,Truck,45
AR,OK,Grains,Truck,7883
KS,NE,Fertilizers,Truck,12626
WY,TX,Fuels,Rail,203664
VA,VA,Wood,Air,8458
MA,NJ,Wood,Truck,14223
SD,IA,Grains,Truck,15977
FL,FL,Wood,Truck,64586
OH,PA,Grains,Truck,44355
MA,MA,Wood,Truck,431
GA,GA,Grains,Truck,2467
NY,PA,Grains,Truck,7939
NM,NM,Fertilizers,Truck,9334
KY,NJ,Wood,Truck,2387
CA,CA,Fertilizers,Truck,3100
CT,NY,Wood,Truck,8119
VA,VA,Wood,Truck,12699
IL,OH,Wood,Truck,924
SD,IL,Wood,Truck,1062
WI,WI,Wood,Truck,3229
IA,IA,Grains,Truck,19074
WY,LA,Grains,Truck,22147
FL,WI,Wood,Truck,3296
IA,NJ,Wood,Truck,9307
WA,CA,Grains,Truck,4888
FL,CT,Wood,Truck,4245
IL,TX,Wood,Truck,453
IL,WI,Wood,Truck,2417
AZ,CA,Grains,Truck,462
FL,FL,Wood,Truck,4128
CA,FL,Grains,Truck,1598
OH,OH,Wood,Truck,1051
DE,DE,Wood,Truck,73
SD,SD,Fertilizers,Truck,150
NJ,NJ,Wood,Truck,97
AZ,IL,Wood,Air,1308
TX,TX,Wood,Truck,34446
VA,VA,Wood,Truck,66
MI,DE,Wood,Truck,43620
WI,IL,Wood,Truck,2448
MN,IL,Wood,Truck,12180
MN,SD,Wood,Truck,647
IN,IN,Wood,Truck,11244
PA,PA,Fuels,Truck,5070
NE,AL,Wood,Truck,17254
CA,CA,Fertilizers,Truck,608
KS,VA,Wood,Truck,7064
MI,OK,Wood,Truck,36962
MO,KS,Wood,Truck,50942
WI,GA,Grains,Truck,7234
FL,OH,Wood,Truck,41974
IA,IA,Wood,Truck,15070
CA,TX,Wood,Truck,140
WI,WI,Wood,Truck,494
WI,WI,Wood,Truck,2
IL,SD,Wood,Air,1
IL,IL,Grains,Truck,17535
WI,OH,Wood,Truck,32657
IA,IA,Grains,Truck,12456
NE,OH,Wood,Truck,712
MD,MD,Wood,Truck,87
WV,WV,Fuels,Truck,3127
KY,LA,Grains,Truck,6018
TX,TX,Wood,Truck,51
VA,NC,Wood,Truck,237
SC,TX,Wood,Truck,279
OK,KS,Fertilizers,Truck,3060
VA,TX,Wood,Truck,259
NY,NY,Wood,Truck,2368
OK,KS,Fertilizers,Truck,4231
AR,OK,Wood,Truck,805
TN,TN,Wood,Truck,5271
MI,CA,Wood,Truck,8
NJ,KY,Wood,Truck,7358
AZ,KS,Grains,Truck,2738
CA,CA,Fertilizers,Truck,3873
KS,KS,Grains,Truck,145
UT,IA,Wood,Truck,8080
TN,AL,Wood,Truck,18399
NJ,NY,Wood,Truck,18084
GA,GA,Fertilizers,Truck,96978
GA,FL,Grains,Truck,10600
OH,FL,Fertilizers,Truck,2530
IL,IL,Grains,Truck,12820
AR,OH,Wood,Truck,470
VA,DE,Wood,Truck,16459
GA,GA,Grains,Truck,44991
AR,AZ,Fertilizers,Rail,36944
PA,PA,Wood,Truck,267731
ND,MN,Wood,Truck,1
CT,NY,Wood,Truck,4443
IA,IA,Fertilizers,Truck,4421
AL,AL,Fuels,Truck,2609
AL,AL,Fuels,Truck,2743
IL,MN,Wood,Truck,78808
IA,IL,Wood,Truck,36550
WI,WI,Wood,Truck,2414
NY,NY,Wood,Truck,48
OH,NY,Wood,Truck,6697
NE,NE,Grains,Truck,14314
VA,NJ,Wood,Truck,1699
TN,IL,Wood,Truck,141
IA,IA,Wood,Truck,35644
WI,WI,Wood,Truck,2418
NC,NC,Wood,Truck,4
OH,NC,Wood,Truck,3827
UT,UT,Fertilizers,Truck,9723
MI,MN,Wood,Truck,2
PA,DE,Wood,Truck,9
IL,IL,Wood,Truck,12846
IN,VT,Wood,Truck,13
KS,MO,Wood,Truck,1056
OR,OR,Wood,Truck,4
NY,PA,Wood,Truck,4090
FL,IL,Fertilizers,Truck,14140
AR,TX,Wood,Truck,1663
IL,IN,Grains,Truck,11286
FL,AL,Wood,Truck,506
MN,VA,Wood,Truck,1260
IL,GA,Wood,Truck,665
IL,TX,Wood,Truck,7750
OH,OH,Wood,Truck,459
NV,CA,Wood,Truck,13742
CT,CT,Wood,Truck,73
WA,OR,Wood,Truck,1238
TX,TN,Wood,Truck,86
SD,SD,Wood,Truck,1
MO,MO,Wood,Truck,1937
MN,MN,Wood,Truck,1643
NE,NE,Wood,Truck,224
MN,MN,Wood,Truck,105
KY,TN,Fuels,Truck,2059
MN,MI,Grains,Truck,29457
IN,IN,Wood,Truck,6519
MN,MN,Wood,Truck,619
KY,IN,Wood,Truck,942
OH,IN,Wood,Truck,916
MI,OH,Wood,Truck,319
IN,OH,Wood,Truck,95515
CA,CA,Wood,Truck,2235
NE,GA,Wood,Truck,9123
CA,CA,Grains,Truck,109524
PA,NV,Wood,Truck,348
IL,MO,Wood,Truck,2325
MI,MI,Wood,Truck,13455
OH,OH,Fuels,Truck,1930
MI,PA,Wood,Truck,1169
VA,NJ,Wood,Truck,297
KY,MI,Fuels,Rail,214643
SD,LA,Wood,Truck,2337
MO,MO,Wood,Truck,2401
WA,OR,Wood,Truck,3342
OH,OH,Fuels,Truck,1544
CA,IL,Grains,Truck,4383
NC,NY,Wood,Truck,2343
IN,IN,Wood,Truck,8565
MO,KS,Wood,Truck,3710
KS,KS,Wood,Truck,462
PA,KY,Wood,Truck,268
NY,NY,Grains,Truck,12
NJ,NY,Wood,Truck,1330
VA,KY,Fuels,Truck,147665
OH,OH,Fuels,Truck,841
IA,IA,Fertilizers,Truck,16377
NM,NM,Wood,Truck,860
WI,WI,Wood,Truck,751
CA,CA,Wood,Truck,2789
OR,CA,Wood,Truck,28051
WI,CA,Wood,Truck,142
NC,NC,Wood,Truck,20
VT,MA,Fertilizers,Truck,484
OH,OH,Fertilizers,Truck,1787
TN,OH,Wood,Truck,4086
IL,MI,Wood,Truck,3193
MN,WI,Wood,Truck,428
MI,NY,Wood,Truck,66
TX,TX,Wood,Truck,57
VA,VA,Wood,Truck,601
TX,TX,Fertilizers,Truck,12874
OK,OK,Wood,Truck,1026
OH,OH,Grains,Truck,924
IL,IL,Wood,Truck,94
IN,IN,Grains,Truck,15252
WA,CA,Wood,Truck,18750
WY,CO,Fuels,Rail,175216
MI,MI,Grains,Truck,2425
WI,KS,Grains,Truck,7886
IL,SD,Fertilizers,Truck,17182
NE,WI,Wood,Truck,35700
TX,TX,Wood,Truck,21
OH,OK,Wood,Truck,249
MD,MD,Wood,Truck,114803
PA,NY,Grains,Truck,1119
TX,CO,Wood,Truck,14
LA,MI,Wood,Truck,463
IN,IN,Wood,Truck,42
IL,MI,Wood,Truck,4030
NC,NC,Fertilizers,Truck,144
NC,NJ,Wood,Truck,13454
VA,AR,Wood,Truck,748
WI,WI,Wood,Truck,4305
FL,FL,Fertilizers,Truck,5382
MO,MO,Grains,Truck,11543
CA,CA,Grains,Truck,469
NY,NY,Wood,Truck,32900
ID,LA,Fertilizers,Rail,166858
NC,NJ,Grains,Truck,738
TX,TX,Wood,Truck,230
CA,CA,Grains,Truck,1970
GA,FL,Grains,Truck,9237
IA,WI,Wood,Truck,142
PA,KY,Wood,Truck,33388
ND,WA,Grains,Rail,53414
DE,DE,Wood,Truck,883
IA,IA,Fertilizers,Truck,16442
PA,PA,Wood,Truck,425
CA,CA,Wood,Truck,873
HI,HI,Grains,Air,5678
OH,OH,Fuels,Truck,1084
WI,IL,Grains,Truck,15078
UT,CO,Fertilizers,Truck,13542
NJ,GA,Fertilizers,Truck,11241
TX,GA,Wood,Truck,1621
KS,KS,Fertilizers,Truck,17399
TN,TN,Wood,Truck,225
IL,IL,Grains,Truck,117
AZ,AZ,Wood,Truck,3345
TX,TX,Wood,Truck,1673
KS,KS,Fertilizers,Truck,297
SD,MO,Wood,Truck,5555
CA,WA,Grains,Truck,73894
NY,NY,Wood,Truck,6
AZ,AZ,Grains,Truck,2727
WA,NY,Grains,Air,375
PA,MI,Grains,Truck,49836
IL,IN,Wood,Truck,13
TX,TX,Wood,Truck,219
NY,NY,Wood,Truck,9
OK,OK,Grains,Truck,83
WI,IL,Wood,Truck,30481
PA,CT,Wood,Truck,8380
CA,CA,Wood,Truck,2402
SC,CA,Wood,Truck,2981
NC,NJ,Wood,Truck,27764
VA,NC,Wood,Truck,114
AZ,TX,Grains,Truck,15671
HI,HI,Wood,Air,1663
MI,MI,Wood,Truck,1266
PA,NJ,Wood,Truck,39245
MO,MO,Wood,Truck,3972
NJ,PA,Wood,Truck,39960
UT,UT,Fuels,Truck,1959
KS,KS,Grains,Truck,13304
SC,IL,Wood,Truck,115
IN,MN,Wood,Truck,568
NC,NC,Wood,Truck,9
RI,TN,Wood,Truck,5842
GA,WV,Wood,Truck,23931
PA,MD,Wood,Truck,9996
WA,CA,Grains,Truck,731
IL,DC,Wood,Truck,531
GA,GA,Wood,Truck,3508
HI,HI,Fertilizers,Truck,10
CT,CT,Wood,Truck,11
AL,AL,Fuels,Truck,1830
NJ,NY,Grains,Truck,2720
KY,IL,Wood,Truck,1621
IA,IA,Grains,Truck,13501
OR,WA,Grains,Truck,45
VA,WA,Wood,Air,5819
NE,NE,Wood,Truck,822
NY,IN,Wood,Truck,5725
FL,GA,Wood,Truck,2774
OH,IL,Grains,Truck,2771
MN,IN,Wood,Truck,1077
TN,TN,Wood,Truck,1956
TX,IL,Grains,Truck,17196
NJ,VT,Grains,Truck,29382
WI,IL,Wood,Truck,30053
KY,KY,Fuels,Truck,3626
FL,PA,Grains,Truck,5973
WI,WI,Wood,Truck,1
CO,LA,Wood,Truck,644
IL,IL,Wood,Truck,2329
NV,WA,Wood,Truck,1967
NC,NC,Wood,Truck,16199
MI,MI,Wood,Truck,449
IN,IN,Fuels,Truck,841
OH,IL,Wood,Truck,1774
WA,TX,Grains,Truck,14909
CA,CA,Wood,Truck,2821
WI,IL,Wood,Truck,4305
MN,SD,Wood,Truck,306
TX,TX,Wood,Truck,2594
MD,VA,Wood,Truck,5866
MI,TN,Wood,Truck,4817
IL,MI,Fertilizers,Rail,53257
NY,NJ,Wood,Truck,1281
TN,CA,Wood,Truck,1561
NY,NJ,Wood,Truck,84695
SC,IL,Wood,Truck,510
IL,WA,Wood,Truck,760
WY,TX,Fuels,Rail,341072
AK,AK,Wood,Air,2548
LA,TX,Wood,Truck,186
FL,GA,Wood,Truck,87211
FL,MD,Grains,Truck,18845
WY,MD,Fuels,Rail,218159
MN,MN,Wood,Truck,11150
VA,VA,Wood,Truck,32921
FL,FL,Wood,Truck,3749
NJ,CT,Grains,Truck,14738
CA,CA,Grains,Truck,1847
OH,OH,Fuels,Truck,1801
OK,OK,Fuels,Truck,790
IL,IN,Wood,Truck,8791
NJ,NC,Wood,Truck,1144
CA,CA,Wood,Truck,452
IL,PA,Wood,Truck,12915
MD,MD,Grains,Truck,11905
OK,OK,Wood,Truck,2765
TX,TX,Wood,Truck,56994
GA,GA,Wood,Truck,30917
MT,WI,Fuels,Rail,205621
NC,NC,Wood,Truck,7
NC,FL,Grains,Truck,5597
CA,NM,Wood,Truck,129
IL,IL,Wood,Truck,341
TX,IL,Wood,Truck,902
CT,NY,Wood,Truck,5365
SC,GA,Grains,Truck,9952
VA,NC,Grains,Truck,17781
IN,IN,Fuels,Truck,963
CA,CA,Wood,Truck,4804
PA,PA,Fuels,Truck,3881
TX,KS,Fertilizers,Truck,13112
ND,NC,Grains,Truck,3972
AK,AK,Wood,Truck,1487
TX,TX,Wood,Truck,2926
WV,IN,Fuels,Truck,3306
IA,PA,Wood,Truck,1085
OH,OH,Grains,Truck,11128
TX,AZ,Wood,Truck,3598
CA,LA,Wood,Truck,5812
MD,MD,Grains,Truck,513
MO,MO,Wood,Truck,5061
IA,MO,Fertilizers,Truck,67710
NH,NH,Wood,Truck,34
IN,IN,Fuels,Truck,1220
WI,IL,Wood,Truck,140502
TN,TN,Wood,Truck,545
NY,NY,Wood,Truck,6
IN,IN,Grains,Truck,11565
AL,GA,Wood,Air,339
MD,WV,Fuels,Truck,1476
PA,NJ,Wood,Truck,34147
TX,TX,Wood,Truck,18
OH,OH,Wood,Truck,1194
VA,VA,Wood,Truck,720
DE,DE,Wood,Truck,291
WI,IL,Wood,Truck,166863
CA,CA,Wood,Truck,4360
FL,FL,Wood,Truck,1057
NE,NE,Fertilizers,Truck,3717
KY,MI,Wood,Truck,4568
IN,AZ,Wood,Truck,11301
CA,CA,Wood,Truck,1
NY,WI,Wood,Truck,592
MO,IL,Fertilizers,Truck,16627
CA,PA,Grains,Truck,24195
ID,MI,Grains,Truck,146
GA,OH,Wood,Truck,359
CA,CA,Wood,Truck,24022
WV,NC,Wood,Truck,67
NE,NE,Grains,Truck,17968
NE,NE,Wood,Truck,553
MI,PA,Wood,Truck,5771
IN,IN,Wood,Truck,95
MO,NY,Wood,Truck,3
KS,KS,Grains,Truck,169
WI,IL,Wood,Truck,131650
TX,TX,Grains,Truck,9238
GA,PA,Wood,Truck,538
MO,FL,Fertilizers,Truck,8598
IN,IN,Grains,Truck,11873
NC,NC,Wood,Truck,1
NC,NC,Wood,Truck,3101
OK,TX,Wood,Truck,2372
WA,NE,Fertilizers,Truck,24018
MI,MI,Wood,Air,8
IL,MO,Wood,Truck,1415
TX,MI,Wood,Truck,14
MD,DE,Wood,Truck,18597
NJ,PA,Wood,Truck,412
NH,NY,Wood,Air,30
IA,IA,Grains,Truck,2563
AR,AR,Grains,Truck,1585
UT,CA,Wood,Truck,3260
NC,TX,Wood,Truck,75
VA,NC,Fuels,Truck,494
MD,MD,Wood,Truck,785
SC,SC,Fertilizers,Truck,19561
MA,TX,Wood,Truck,71031
AZ,CA,Grains,Truck,10046
PA,PA,Grains,Truck,120
WI,AZ,Wood,Truck,73963
CA,UT,Wood,Truck,1819
NC,OH,Wood,Air,2735
KY,OH,Grains,Truck,462
NJ,NJ,Wood,Truck,9
NJ,NJ,Grains,Truck,633
TN,TN,Wood,Truck,2575
NJ,PA,Wood,Truck,62862
MT,MT,Fuels,Rail,345075
PA,PA,Fuels,Truck,1157
PA,IN,Wood,Truck,51659
CO,MI,Wood,Truck,1094
FL,FL,Wood,Truck,41
MD,NY,Wood,Truck,1012
KS,KS,Grains,Truck,13888
WI,WI,Wood,Truck,1043
KY,OH,Wood,Truck,14751
IA,IA,Grains,Truck,19174
OH,PA,Wood,Truck,8725
PA,NJ,Wood,Truck,45980
MI,OH,Grains,Truck,5877
MI,MI,Wood,Truck,17
UT,MT,Fertilizers,Truck,22427
KY,KY,Fuels,Truck,91241
IN,IN,Wood,Truck,1
WI,CA,Wood,Truck,200
TN,TN,Fertilizers,Truck,40466
WI,WI,Wood,Truck,1549
PA,CT,Wood,Truck,462
CA,CA,Grains,Truck,4656
WV,NC,Fuels,Rail,972771
IA,IA,Fertilizers,Truck,6440
NH,MI,Wood,Truck,75
IN,MN,Wood,Truck,39
MN,OH,Grains,Truck,3528
NC,OH,Grains,Truck,35838
IL,IL,Grains,Truck,15241
NJ,PA,Wood,Truck,1928
MD,WV,Fuels,Truck,1675
CA,CA,Wood,Truck,1001
TN,TN,Fertilizers,Truck,12868
HI,HI,Grains,Air,6108
NH,ME,Wood,Truck,804
IA,MO,Fertilizers,Truck,12770
CA,CA,Wood,Truck,11
CA,CA,Fertilizers,Truck,646
ND,ND,Fuels,Rail,40947
CA,FL,Wood,Truck,1468
CA,CA,Grains,Truck,29192
VA,VA,Wood,Truck,67
OK,OK,Wood,Truck,321
MI,OH,Grains,Truck,11560
IA,TN,Wood,Truck,23313
CA,MI,Wood,Truck,50170
DE,MD,Grains,Truck,23557
IL,OH,Wood,Truck,1778
FL,FL,Wood,Truck,10909
NC,NC,Wood,Truck,180891
IL,MO,Wood,Truck,2329
IL,TX,Wood,Truck,646
IL,MS,Wood,Truck,184
ID,FL,Wood,Truck,1340
NY,NY,Wood,Truck,9
NJ,NY,Wood,Truck,1
NM,NM,Wood,Truck,2712
LA,TX,Fertilizers,Truck,29785
WV,WV,Fuels,Truck,24179
NY,NY,Wood,Truck,2206
CT,NC,Wood,Truck,16141
WV,WV,Wood,Truck,61
TX,TX,Wood,Truck,108
AZ,CO,Grains,Truck,4852
TX,TX,Wood,Truck,1498
VA,VA,Wood,Truck,1328
NE,NE,Fertilizers,Truck,16117
WI,WI,Wood,Truck,1
MN,AZ,Grains,Truck,5349
CA,CA,Grains,Truck,8954
VA,SC,Wood,Truck,10452
OH,MI,Wood,Truck,188
FL,FL,Wood,Truck,334
TN,WI,Wood,Truck,8363
PA,CA,Wood,Truck,4804
AL,AL,Fuels,Truck,2470
KY,NJ,Wood,Truck,46
KS,KS,Wood,Truck,108
NE,TX,Wood,Truck,2297
TX,TX,Wood,Truck,867
OR,OR,Grains,Truck,457
GA,GA,Wood,Truck,1848
MT,MI,Fuels,Rail,220350
TX,IL,Grains,Truck,3233
NC,NC,Grains,Truck,12933
MO,IN,Wood,Truck,4998
PA,NY,Wood,Truck,219
CA,CA,Wood,Truck,2690
FL,MT,Fertilizers,Rail,34353
IL,IL,Grains,Truck,17180
MA,IL,Wood,Truck,7852
FL,PA,Fertilizers,Truck,10074
LA,TX,Wood,Truck,10929
WI,IL,Wood,Truck,137236
IN,IN,Fuels,Truck,969
IN,IN,Fuels,Truck,87674
IL,PA,Wood,Truck,319
NY,GA,Wood,Truck,2588
MI,MT,Wood,Truck,95567
MN,IL,Wood,Truck,3457
SD,SD,Wood,Truck,4
FL,FL,Fertilizers,Truck,12204
FL,KY,Wood,Truck,3409
OH,OH,Fertilizers,Truck,4026
KY,KY,Fuels,Truck,2602
AZ,AZ,Grains,Truck,17710
LA,LA,Wood,Truck,892
AR,TX,Wood,Truck,3188
MD,MD,Wood,Truck,1
CA,CA,Wood,Truck,13211
OH,OH,Fuels,Truck,1169
FL,WI,Grains,Truck,7185
FL,FL,Wood,Truck,2690
AZ,AZ,Grains,Truck,2927
IN,MA,Wood,Truck,32568
WI,IL,Grains,Truck,13218
CA,OR,Wood,Truck,3044
CA,CA,Wood,Truck,7206
TX,TX,Wood,Truck,1893
MN,ND,Fertilizers,Truck,12125
FL,TX,Grains,Truck,9802
MI,MI,Wood,Truck,489
AL,AL,Fuels,Truck,2959
OR,OH,Grains,Truck,17151
SD,SD,Wood,Truck,42
TX,CA,Grains,Truck,36559
MN,MN,Wood,Truck,179
AL,AL,Fuels,Truck,1748
ME,PA,Grains,Truck,3252
TX,IL,Wood,Air,5127
FL,PA,Wood,Truck,32374
WY,TX,Fuels,Rail,166595
VA,VA,Wood,Truck,381
GA,GA,Grains,Truck,29517
AR,AR,Grains,Truck,12835
SC,SC,Fertilizers,Truck,19724
IL,GA,Wood,Truck,41111
WI,WI,Wood,Truck,420
KY,GA,Fuels,Rail,919970
OH,GA,Grains,Truck,9553
MO,MO,Wood,Truck,14782
UT,SD,Fertilizers,Truck,1422
OR,OR,Fertilizers,Truck,1375
NC,NC,Wood,Truck,221
TX,TX,Wood,Truck,2
FL,GA,Wood,Truck,1252
MN,MN,Fertilizers,Truck,9816
TX,AZ,Wood,Truck,1223
NE,OH,Wood,Truck,338
OK,CA,Fertilizers,Rail,13952
KS,KS,Wood,Truck,1463
LA,ID,Fertilizers,Rail,24264
OK,KS,Wood,Truck,5820
FL,IL,Fertilizers,Truck,11779
WA,LA,Wood,Truck,15389
FL,GA,Grains,Truck,2564
NC,NC,Grains,Truck,49255
FL,NC,Grains,Truck,3839
KS,KS,Grains,Truck,16142
AL,IL,Wood,Truck,42502
IL,MO,Wood,Truck,16680
MN,FL,Wood,Truck,4238
MI,MI,Wood,Truck,71
CA,CA,Grains,Truck,1871
NC,NC,Wood,Truck,2667
VA,VA,Wood,Truck,1738
IA,NE,Fertilizers,Truck,16810
WI,LA,Wood,Truck,11628
IN,KY,Wood,Truck,201
AZ,CA,Fertilizers,Truck,167
NJ,NJ,Wood,Truck,113
TX,TX,Wood,Truck,1384
NE,NE,Fertilizers,Truck,8697
PA,MA,Fertilizers,Truck,15442
KY,IN,Wood,Truck,646
TX,MS,Wood,Truck,486
CA,OR,Fertilizers,Truck,1938
WI,OR,Wood,Truck,979
IA,IA,Grains,Truck,13858
MO,MO,Wood,Truck,12090
GA,GA,Grains,Truck,9742
NH,OH,Wood,Truck,1945
OH,OH,Fuels,Truck,1114
KS,KS,Fertilizers,Truck,19252
OH,OH,Fuels,Truck,875
MO,CA,Wood,Truck,1138
CA,CA,Grains,Truck,29933
PA,CA,Wood,Truck,4525
CA,NY,Wood,Truck,115
KS,KS,Wood,Truck,7533
NC,MN,Wood,Truck,1848
FL,FL,Wood,Truck,4894
CA,CA,Fertilizers,Truck,8320
NY,NY,Wood,Truck,15946
OH,OH,Fuels,Truck,1039
IL,IN,Fuels,Rail,323577
VA,DC,Wood,Truck,6
TX,TX,Wood,Truck,17837
TX,AZ,Wood,Truck,664
NY,NY,Grains,Truck,203
OR,NY,Grains,Air,5335
OH,MN,Grains,Truck,4549
KY,IN,Grains,Truck,506
IA,CO,Fertilizers,Rail,84937
IN,NH,Wood,Truck,16437
VT,AL,Wood,Truck,854
TX,TX,Wood,Truck,1730
NC,SC,Wood,Truck,11401
NY,NY,Wood,Truck,1937
KY,CA,Wood,Truck,4619
AR,OK,Grains,Truck,6561
CT,CT,Wood,Truck,112
NY,FL,Wood,Truck,592
FL,SC,Wood,Truck,1709
IL,IN,Fuels,Truck,799
IN,IN,Grains,Truck,11725
NY,MN,Wood,Truck,116399
CA,CA,Fertilizers,Truck,6262
KS,IL,Wood,Truck,3580
WI,MO,Wood,Truck,12897
NC,NC,Wood,Truck,119
CA,IA,Grains,Truck,2729
NY,GA,Grains,Truck,23481
NC,SC,Grains,Truck,44121
NC,PA,Wood,Truck,9744
WI,IN,Wood,Truck,1590
NH,TX,Wood,Truck,1
CA,NJ,Wood,Truck,1940
NH,MD,Wood,Truck,228
GA,WI,Fertilizers,Truck,35834
CA,CA,Grains,Truck,6680
NJ,NJ,Wood,Air,8936
IA,MN,Fertilizers,Truck,12714
KY,OH,Wood,Truck,377
HI,HI,Fertilizers,Truck,582
WI,WI,Wood,Truck,1
IN,MA,Wood,Truck,739
MO,MO,Fertilizers,Truck,14226
VA,NC,Wood,Truck,167
WY,ID,Fertilizers,Rail,103837
OR,MO,Grains,Rail,11835
IL,VA,Wood,Air,3247
KY,OH,Wood,Truck,807
ID,ID,Grains,Truck,11837
IN,FL,Wood,Truck,2094
CA,TX,Grains,Truck,6791
PA,NY,Wood,Truck,726
IL,IN,Grains,Truck,30627
OK,LA,Wood,Truck,832
FL,FL,Wood,Truck,42
OH,OH,Wood,Truck,38
NC,MI,Wood,Truck,4419
NY,NJ,Wood,Truck,8131
KS,KS,Fertilizers,Truck,9234
CA,IL,Wood,Truck,1022
